group,id,condition,context,question,image,probably,might,bare,type,correct,incorrect
c,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_70.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_y2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_20.png,unk_election_y_40.png
c,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_30.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_60.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_y1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_10.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
c,e_x8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_80.png,unk_election_x_60.png
c,e_y9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_90.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
c,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_40.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_60.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_60.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y6,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_60.png,unk_election_y_40.png
d,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_90.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_30.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x3,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_30.png,unk_election_x_10.png
d,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_50.png,unk_election_y_30.png
d,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_80.png,unk_election_y_60.png
d,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_50.png,unk_election_x_30.png
d,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_40.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x4,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_40.png,unk_election_x_20.png
d,e_y1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_10.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_90.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y9,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_90.png,unk_election_y_70.png
d,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_70.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x7,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_70.png,unk_election_x_50.png
d,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_20.png,unk_election_x_40.png
d,e_y3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_30.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_40.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_60.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_40.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y4,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_40.png,unk_election_y_20.png
d,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_30.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_90.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_30.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_y8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_80.png,unk_election_y_60.png
d,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_70.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_40.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_y9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_90.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
d,e_x2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_20.png,unk_election_x_40.png
d,e_y1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_10.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
d,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_60.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_40.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_90.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x9,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_90.png,unk_election_x_70.png
e,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_60.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_30.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_50.png,unk_election_y_30.png
e,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_20.png,unk_election_x_40.png
e,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_50.png,unk_election_x_30.png
e,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_20.png,unk_election_y_40.png
e,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_80.png,unk_election_x_60.png
e,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_10.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y1,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_10.png,unk_election_y_30.png
e,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_70.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x7,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_70.png,unk_election_x_50.png
e,e_y9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_90.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_60.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x6,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_60.png,unk_election_x_40.png
e,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_30.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_40.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_60.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_70.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_80.png,unk_election_y_60.png
e,e_x3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_30.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y3,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_30.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_90.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_60.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_x5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_50.png,unk_election_x_30.png
e,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_10.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_90.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
e,e_y2,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_20.png,unk_election_y_40.png
e,e_x4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_40.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
e,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_40.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_y6,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_60.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_x1,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_10.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
f,e_x1,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_10.png,unk_election_x_30.png
f,e_y2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_20.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_x9,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_90.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
f,e_y4,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_40.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_y7,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_70.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_y5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_50.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_y5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_50.png,unk_election_y_30.png
f,e_x8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_80.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
f,e_x8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_80.png,unk_election_x_60.png
f,e_x5,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_50.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
f,e_x5,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_x_50.png,unk_election_x_30.png
f,e_y8,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_y_80.png,Party Y will probably win,Party Y might win,Party Y will not win,experimental-trial,,
f,e_y8,unk_election,Please select the image you just saw.,,,,,,attention-check,unk_election_y_80.png,unk_election_y_60.png
f,e_x2,unk_election,Person <b>A</b> wants to know the results of the election based on the prediction below.,How likely are you to respond to A with each of the following responses?,unk_election_x_20.png,Party X will probably win,Party X might win,Party X will not win,experimental-trial,,
